Sales_ID,Sales_Date,Customer_Name,Gender,Country,Category,Product,Quantity,Unit_Price,Payment method
S10578,2025-01-29,John Williams,Female,South Africa,Furniture,Desk,5,150000,Mobile Money
S10579,2025-10-15,Daniel Adeyemi,Female,Ghana,Clothing,Jeans,9,28000,Mobile Money
S10580,2025-03-13,Mary Johnson,Female,Nigeria,Furniture,Desk,3,150000,Mobile Money
S10581,2025-08-06,Victor Chukwu,Female,South Africa,Furniture,Desk,5,150000,Bank Transfer
S10582,2025-07-20,Ibrahim Yusuf,Male,Ghana,Electronics,Headphones,5,45000,Mobile Money
S10583,2025-06-07,Fatima Ibrahim,Female,Kenya,Electronics,Headphones,9,45000,Bank Transfer
S10584,2025-04-27,Daniel Adeyemi,Female,United States,Groceries,Rice,10,85000,Card
S10585,2025-06-14,Blessing Okafor,Female,United States,Clothing,Sneakers,8,55000,Cash
S10586,2025-09-18,Mary Johnson,Male,United States,Furniture,Bookshelf,6,85000,Mobile Money
S10587,2025-09-30,Ibrahim Yusuf,Female,Ghana,Furniture,Office Chair,6,95000,Bank Transfer
S10588,2025-11-16,Fatima Ibrahim,Female,Kenya,Groceries,Sugar,10,18000,Mobile Money
S10589,2025-07-04,Aisha Bello,Male,United States,Furniture,Desk,4,150000,Bank Transfer
S10590,2025-09-08,Sarah Ahmed,Male,Nigeria,Electronics,Smartphone,2,280000,Mobile Money
S10591,2025-07-20,Hauwa Sule,Male,Nigeria,Electronics,Laptop,5,450000,Card
S10592,2025-01-21,Samuel Obi,Male,United States,Electronics,Headphones,5,45000,Mobile Money
S10593,2025-05-28,Ibrahim Yusuf,Male,Nigeria,Clothing,Jeans,6,28000,Bank Transfer
S10594,2025-02-12,Victor Chukwu,Female,Ghana,Furniture,Table,9,120000,Card
S10595,2025-06-30,Victor Chukwu,Female,Kenya,Furniture,Table,8,120000,Card
S10596,2025-09-01,John Williams,Female,Kenya,Electronics,Headphones,3,45000,Bank Transfer
S10597,2025-09-03,Mary Johnson,Female,Kenya,Electronics,Laptop,8,450000,Cash
S10598,2025-05-05,Aisha Bello,Female,Kenya,Furniture,Table,10,120000,Card
S10599,2025-08-28,Peter Osei,Female,South Africa,Electronics,Tablet,4,180000,Card
S10600,2025-10-31,Fatima Ibrahim,Male,South Africa,Furniture,Table,4,120000,Bank Transfer
S10601,2025-06-02,Esther Eze,Male,Ghana,Groceries,Sugar,3,18000,Bank Transfer
S10602,2025-07-08,Fatima Ibrahim,Female,Ghana,Electronics,Headphones,6,45000,Cash
S10603,2025-05-11,Ibrahim Yusuf,Male,Kenya,Clothing,T-Shirt,5,12000,Card
S10604,2025-10-19,Grace Musa,Male,Nigeria,Furniture,Office Chair,8,95000,Card
S10605,2025-07-27,Anthony Brown,Female,South Africa,Groceries,Cereal,1,9500,Bank Transfer
S10606,2025-10-18,Fatima Ibrahim,Female,Nigeria,Electronics,Smartphone,9,280000,Mobile Money
S10607,2025-03-24,Sarah Ahmed,Male,Nigeria,Clothing,Jeans,4,28000,Mobile Money
S10608,2025-02-18,Esther Eze,Female,United States,Furniture,Desk,2,150000,Card
S10609,2025-07-21,Blessing Okafor,Male,United States,Furniture,Table,1,120000,Cash
S10610,2025-06-17,Esther Eze,Female,Nigeria,Groceries,Cereal,4,9500,Cash
S10611,2025-11-12,Aisha Bello,Male,Kenya,Clothing,Jacket,10,70000,Cash
S10612,2025-10-10,David Okoro,Female,United States,Furniture,Desk,10,150000,Card
S10613,2025-07-20,Ibrahim Yusuf,Female,Nigeria,Groceries,Rice,10,85000,Bank Transfer
S10614,2025-02-08,Mary Johnson,Male,Ghana,Electronics,Laptop,8,450000,Card
S10615,2025-08-03,Esther Eze,Male,United States,Groceries,Sugar,7,18000,Bank Transfer
S10616,2025-03-30,Anthony Brown,Female,United Kingdom,Clothing,Sneakers,5,55000,Mobile Money
S10617,2025-09-14,Blessing Okafor,Female,Kenya,Clothing,Jeans,10,28000,Card
S10618,2025-10-31,Michael James,Female,United Kingdom,Electronics,Smartphone,6,280000,Mobile Money
S10619,2025-11-17,Aisha Bello,Female,United Kingdom,Electronics,Headphones,4,45000,Bank Transfer
S10620,2025-09-07,Hauwa Sule,Female,United Kingdom,Electronics,Headphones,3,45000,Bank Transfer
S10621,2025-07-21,Daniel Adeyemi,Male,United Kingdom,Groceries,Cereal,2,9500,Cash
S10622,2025-04-30,Esther Eze,Male,South Africa,Clothing,Jeans,4,28000,Cash
S10623,2025-12-04,Hauwa Sule,Female,Nigeria,Electronics,Headphones,6,45000,Card
S10624,2025-01-16,Anthony Brown,Male,South Africa,Electronics,Laptop,1,450000,Bank Transfer
S10625,2025-06-15,Emeka Nwosu,Female,United Kingdom,Furniture,Bookshelf,1,85000,Cash
S10626,2025-01-05,Hauwa Sule,Male,Nigeria,Groceries,Rice,4,85000,Mobile Money
S10627,2025-02-16,Samuel Obi,Male,United Kingdom,Clothing,Jeans,9,28000,Mobile Money
S10628,2025-02-03,Peter Osei,Male,Ghana,Electronics,Tablet,3,180000,Mobile Money
S10629,2025-02-13,John Williams,Female,United Kingdom,Groceries,Cooking Oil,6,32000,Bank Transfer
S10630,2025-11-24,Emeka Nwosu,Male,United Kingdom,Furniture,Table,9,120000,Card
S10631,2025-04-11,Joy Emmanuel,Female,South Africa,Furniture,Bookshelf,1,85000,Cash
S10632,2025-04-06,Mary Johnson,Female,Nigeria,Groceries,Rice,5,85000,Card
S10633,2025-08-10,Fatima Ibrahim,Male,Nigeria,Clothing,Sneakers,1,55000,Mobile Money
S10634,2025-10-24,Fatima Ibrahim,Female,United Kingdom,Groceries,Cooking Oil,4,32000,Card
S10635,2025-04-06,Ruth Adams,Female,United Kingdom,Groceries,Sugar,4,18000,Cash
S10636,2025-12-25,Anthony Brown,Male,United Kingdom,Groceries,Cereal,5,9500,Cash
S10637,2025-09-20,Blessing Okafor,Female,South Africa,Furniture,Office Chair,7,95000,Cash
S10638,2025-02-07,David Okoro,Female,United Kingdom,Clothing,T-Shirt,1,12000,Bank Transfer
S10639,2025-01-18,Samuel Obi,Male,Nigeria,Clothing,Sneakers,7,55000,Mobile Money
S10640,2025-08-11,Michael James,Female,Ghana,Electronics,Smartphone,3,280000,Bank Transfer
S10641,2025-10-04,Victor Chukwu,Female,Kenya,Electronics,Headphones,2,45000,Mobile Money
S10642,2025-12-06,Anthony Brown,Male,South Africa,Furniture,Desk,7,150000,Card
S10643,2025-06-18,Fatima Ibrahim,Female,Kenya,Clothing,Jeans,10,28000,Cash
S10644,2025-02-09,John Williams,Female,Ghana,Electronics,Headphones,6,45000,Bank Transfer
S10645,2025-03-25,John Williams,Female,United Kingdom,Electronics,Tablet,3,180000,Mobile Money
S10646,2025-06-17,John Williams,Male,United States,Electronics,Smartphone,2,280000,Cash
S10647,2025-02-24,Michael James,Male,Kenya,Electronics,Smartphone,2,280000,Bank Transfer
S10648,2025-12-30,Blessing Okafor,Male,United States,Furniture,Table,9,120000,Card
S10649,2025-09-28,Emeka Nwosu,Male,United States,Clothing,Sneakers,1,55000,Mobile Money
S10650,2025-02-12,David Okoro,Female,Ghana,Electronics,Tablet,10,180000,Bank Transfer
S10651,2025-06-28,Grace Musa,Female,United States,Electronics,Headphones,5,45000,Bank Transfer
S10652,2025-09-05,Sarah Ahmed,Male,South Africa,Electronics,Laptop,9,450000,Cash
S10653,2025-09-12,Grace Musa,Male,Ghana,Groceries,Cereal,9,9500,Mobile Money
S10654,2025-06-14,Hauwa Sule,Female,Kenya,Electronics,Laptop,8,450000,Mobile Money
S10655,2025-05-08,John Williams,Female,United States,Clothing,,5,12000,Card
S10656,2025-06-26,Sarah Ahmed,Male,United Kingdom,Groceries,Rice,5,85000,Card
S10657,2025-12-07,Mary Johnson,Male,United States,Clothing,Sneakers,7,55000,Card
S10658,2025-05-19,Peter Osei,Female,United Kingdom,Furniture,Desk,6,150000,Mobile Money
S10659,2025-06-17,Ruth Adams,Male,Ghana,Clothing,Jeans,5,28000,Card
S10660,2025-08-18,Blessing Okafor,Male,United Kingdom,Furniture,Desk,9,150000,Cash
S10661,2025-11-30,Aisha Bello,Female,South Africa,Clothing,Sneakers,7,55000,Bank Transfer
S10662,2025-05-11,Esther Eze,Male,Ghana,Furniture,Bookshelf,3,85000,Cash
S10663,2025-07-29,Samuel Obi,Male,Kenya,Groceries,Cooking Oil,2,32000,Mobile Money
S10664,2025-01-16,Ibrahim Yusuf,Female,South Africa,Clothing,Jacket,8,70000,Card
S10665,2025-06-05,David Okoro,Female,Nigeria,Clothing,Jeans,5,28000,Mobile Money
S10666,2025-04-09,Grace Musa,Male,South Africa,Clothing,Jeans,10,28000,Mobile Money
S10667,2025-11-12,Peter Osei,Female,Nigeria,Groceries,Cereal,10,9500,Mobile Money
S10668,2025-01-30,David Okoro,Male,South Africa,Groceries,Cereal,8,9500,Cash
S10669,2025-05-08,Victor Chukwu,Female,United Kingdom,Clothing,Jacket,1,70000,Card
S10670,2025-12-21,Michael James,Female,South Africa,Groceries,Cereal,3,9500,Mobile Money
S10671,2025-04-24,Mary Johnson,Female,United States,Groceries,Rice,8,85000,Cash
S10672,2025-11-18,Sarah Ahmed,Female,Kenya,Electronics,Smartphone,8,280000,Cash
S10673,2025-07-30,Joy Emmanuel,Male,Kenya,Clothing,Jacket,6,70000,Card
S10674,2025-10-31,Joy Emmanuel,Female,Nigeria,Electronics,Laptop,9,450000,Mobile Money
S10675,2025-06-22,David Okoro,Male,Kenya,Clothing,Jacket,10,70000,Card
S10676,2025-04-26,David Okoro,Female,Kenya,Clothing,Jeans,5,28000,Mobile Money
S10677,2025-09-27,Mary Johnson,Male,Nigeria,Groceries,Cooking Oil,10,32000,Bank Transfer
S10678,2025-12-21,Anthony Brown,Male,United Kingdom,Electronics,Headphones,8,45000,Card
S10679,2025-12-05,Peter Osei,Female,Nigeria,Clothing,Jacket,10,70000,Cash
S10680,2025-06-21,David Okoro,Male,Ghana,Clothing,Sneakers,1,55000,Bank Transfer
S10681,2025-03-06,Ruth Adams,Female,Kenya,Electronics,Smartphone,2,280000,Cash
S10682,2025-03-31,Ibrahim Yusuf,Female,United Kingdom,Electronics,Headphones,10,45000,Card
S10683,2025-06-03,Grace Musa,Female,Kenya,Furniture,Bookshelf,6,85000,Mobile Money
S10684,2025-12-09,Michael James,Female,Ghana,Electronics,Headphones,2,45000,Bank Transfer
S10685,2025-04-10,Esther Eze,Male,United Kingdom,Groceries,Cereal,1,9500,Cash
S10686,2025-08-27,Peter Osei,Female,Kenya,Electronics,Headphones,9,45000,Bank Transfer
S10687,2025-01-29,Anthony Brown,Female,Ghana,Clothing,Jacket,10,70000,Card
S10688,2025-04-15,Daniel Adeyemi,Male,South Africa,Groceries,Cooking Oil,2,32000,Card
S10689,2025-02-26,Blessing Okafor,Female,United Kingdom,Furniture,Table,4,120000,Cash
S10690,2025-03-14,Grace Musa,Female,Kenya,Clothing,Sneakers,9,55000,Bank Transfer
S10691,2025-08-30,Blessing Okafor,Female,United States,Electronics,Laptop,10,450000,Cash
S10692,2025-06-23,Blessing Okafor,Female,South Africa,Clothing,Jeans,1,28000,Card
S10693,2025-09-16,Victor Chukwu,Female,South Africa,Furniture,Desk,7,150000,Cash
S10694,2025-11-29,Esther Eze,Female,Kenya,Groceries,Sugar,2,18000,Card
S10695,2025-05-02,Sarah Ahmed,Male,United Kingdom,Groceries,Rice,10,85000,Mobile Money
S10696,2025-05-04,Blessing Okafor,Male,Kenya,Clothing,T-Shirt,7,12000,Cash
S10697,2025-02-09,Joy Emmanuel,Female,Ghana,Furniture,Desk,9,150000,Bank Transfer
S10698,2025-09-24,David Okoro,Male,Nigeria,Clothing,T-Shirt,8,12000,Cash
S10699,2025-11-24,Blessing Okafor,Female,United States,Furniture,Desk,9,150000,Bank Transfer
S10700,2025-05-30,Hauwa Sule,Male,Ghana,Groceries,Cooking Oil,1,32000,Mobile Money
S10701,2025-01-30,Michael James,Male,United States,Furniture,Office Chair,10,95000,Cash
S10702,2025-12-02,Daniel Adeyemi,Female,Nigeria,Groceries,Cereal,10,9500,Bank Transfer
S10703,2025-12-30,Esther Eze,Female,Kenya,Clothing,Sneakers,9,55000,Bank Transfer
S10704,2025-09-04,Mary Johnson,Male,Kenya,Furniture,Office Chair,2,95000,Cash
S10705,2025-07-12,Victor Chukwu,Female,Kenya,Electronics,Smartphone,3,280000,Bank Transfer
S10706,2025-10-01,Michael James,Female,United Kingdom,Clothing,Jeans,8,28000,Cash
S10707,2025-06-09,David Okoro,Male,South Africa,Clothing,T-Shirt,1,12000,Cash
S10708,2025-11-12,Emeka Nwosu,Female,United Kingdom,Furniture,Table,6,120000,Bank Transfer
S10709,2025-06-10,Joy Emmanuel,Male,Nigeria,Groceries,Cooking Oil,8,32000,Cash
S10710,2025-12-21,Anthony Brown,Male,Ghana,Furniture,Bookshelf,3,85000,Bank Transfer
S10711,2025-07-14,Blessing Okafor,Female,South Africa,Groceries,Cereal,8,9500,Cash
S10712,2025-08-30,John Williams,Female,South Africa,Electronics,Headphones,3,45000,Bank Transfer
S10713,2025-10-13,Daniel Adeyemi,Female,United States,Groceries,Cooking Oil,2,32000,Bank Transfer
S10714,2025-10-05,Joy Emmanuel,Female,United Kingdom,Electronics,Tablet,7,180000,Card
S10715,2025-12-17,Sarah Ahmed,Male,Kenya,Clothing,Jeans,4,28000,Mobile Money
S10716,2025-05-17,Ibrahim Yusuf,Male,United States,Furniture,Bookshelf,10,85000,Mobile Money
S10717,2025-07-28,Victor Chukwu,Male,South Africa,Electronics,Headphones,3,45000,Bank Transfer
S10718,2025-10-10,Emeka Nwosu,Female,Kenya,Furniture,Office Chair,8,95000,Cash
S10719,2025-09-23,Ruth Adams,Male,Ghana,Electronics,Smartphone,3,280000,Mobile Money
S10720,2025-11-25,Esther Eze,Male,United States,Groceries,Cereal,6,9500,Bank Transfer
S10721,2025-01-09,Grace Musa,Male,United Kingdom,Groceries,Cereal,9,9500,Mobile Money
S10722,2025-09-10,John Williams,Male,Nigeria,Clothing,Sneakers,9,55000,Bank Transfer
S10723,2025-11-01,Samuel Obi,Female,United States,Electronics,Tablet,10,180000,Mobile Money
S10724,2025-09-03,Sarah Ahmed,Female,United Kingdom,Groceries,Cereal,4,9500,Card
S10725,2025-10-08,Victor Chukwu,Female,Kenya,Furniture,Desk,7,150000,Card
S10726,2025-05-02,Aisha Bello,Male,United States,Groceries,Cooking Oil,1,32000,Card
S10727,2025-05-16,Grace Musa,Male,United States,Furniture,Table,7,120000,Mobile Money
S10728,2025-09-15,Hauwa Sule,Female,United Kingdom,Furniture,Desk,8,150000,Mobile Money
S10729,2025-01-22,Peter Osei,Male,United Kingdom,Groceries,Cooking Oil,8,32000,Card
S10730,2025-02-21,David Okoro,Male,United Kingdom,Groceries,Cereal,8,9500,Bank Transfer
S10731,2025-10-06,Mary Johnson,Female,South Africa,Electronics,Headphones,9,45000,Cash
S10732,2025-09-16,Grace Musa,Female,United Kingdom,Electronics,Smartphone,1,280000,Bank Transfer
S10733,2025-11-19,Hauwa Sule,Female,United Kingdom,Electronics,Headphones,6,45000,Mobile Money
S10734,2025-11-17,Ibrahim Yusuf,Male,United States,Groceries,Sugar,10,18000,Bank Transfer
S10735,2025-12-13,Ruth Adams,Male,United Kingdom,Groceries,Rice,1,85000,Bank Transfer
S10736,2025-02-03,Grace Musa,Male,United Kingdom,Electronics,Tablet,2,180000,Bank Transfer
S10737,2025-01-06,Fatima Ibrahim,Female,Nigeria,Groceries,Cooking Oil,2,32000,Card
S10738,2025-03-15,Ibrahim Yusuf,Female,United States,Clothing,Jacket,4,70000,Mobile Money
S10739,2025-12-01,Grace Musa,Male,United Kingdom,Clothing,T-Shirt,3,12000,Mobile Money
S10740,2025-10-12,Joy Emmanuel,Male,Ghana,Furniture,Table,10,120000,Bank Transfer
S10741,2025-05-20,David Okoro,Male,South Africa,Electronics,Tablet,7,180000,Mobile Money
S10742,2025-11-19,Samuel Obi,Female,United States,Groceries,Cereal,7,9500,Mobile Money
S10743,2025-04-01,Peter Osei,Male,Kenya,Groceries,Cooking Oil,8,32000,Mobile Money
S10744,2025-07-22,Victor Chukwu,Female,South Africa,Groceries,Rice,10,85000,Bank Transfer
S10745,2025-06-15,Daniel Adeyemi,Female,United States,Groceries,Sugar,10,18000,Mobile Money
S10746,2025-10-16,Hauwa Sule,Female,United States,Furniture,Desk,3,150000,Bank Transfer
S10747,2025-07-31,Aisha Bello,Female,Nigeria,Electronics,Laptop,9,450000,Cash
S10748,2025-11-19,Michael James,Female,Ghana,Furniture,Bookshelf,1,85000,Cash
S10749,2025-01-18,Emeka Nwosu,Male,United States,Electronics,Laptop,2,450000,Cash
S10750,2025-04-20,Daniel Adeyemi,Male,Kenya,Clothing,Jacket,5,70000,Mobile Money
S10751,2025-06-14,Peter Osei,,Kenya,Electronics,Headphones,3,45000,Cash
S10752,2025-11-27,Sarah Ahmed,Female,Nigeria,Groceries,Rice,5,85000,Bank Transfer
S10753,2025-05-06,Anthony Brown,Male,United Kingdom,Clothing,Jacket,7,70000,Card
S10754,2025-09-19,Victor Chukwu,Female,Ghana,Furniture,Office Chair,10,95000,Cash
S10755,2025-10-25,David Okoro,Male,Nigeria,Furniture,Bookshelf,10,85000,Bank Transfer
S10756,2025-12-26,Mary Johnson,Male,Nigeria,Furniture,Office Chair,7,95000,Bank Transfer
S10757,2025-07-27,Ruth Adams,Male,United Kingdom,Clothing,Sneakers,8,55000,Mobile Money
S10758,2025-02-07,Victor Chukwu,Male,Nigeria,Furniture,Table,7,120000,Mobile Money
S10759,2025-05-17,Michael James,Female,Nigeria,Electronics,Tablet,2,180000,Bank Transfer
S10760,2025-08-16,Michael James,Male,Ghana,Groceries,Rice,9,85000,Cash
S10761,2025-07-21,Sarah Ahmed,Male,United States,Furniture,Desk,6,150000,Mobile Money
S10762,2025-02-10,Mary Johnson,Male,Ghana,Electronics,Headphones,1,45000,Card
S10763,2025-09-02,Victor Chukwu,Female,South Africa,Furniture,Table,9,120000,Mobile Money
S10764,2025-06-06,David Okoro,Female,United States,Electronics,Laptop,1,450000,Mobile Money
S10765,2025-12-06,Joy Emmanuel,Male,United States,Electronics,Smartphone,10,280000,Card
S10766,2025-10-28,Anthony Brown,Male,South Africa,Electronics,Laptop,10,450000,Cash
S10767,2025-05-01,Ibrahim Yusuf,Male,Kenya,Clothing,Jeans,2,28000,Mobile Money
S10768,2025-09-28,Daniel Adeyemi,Female,United Kingdom,Clothing,T-Shirt,10,12000,Card
S10769,2025-10-27,Blessing Okafor,Female,Kenya,Electronics,Smartphone,2,280000,Card
S10770,2025-10-18,Ruth Adams,Male,Kenya,Groceries,Cooking Oil,2,32000,Cash
S10771,2025-07-29,Ibrahim Yusuf,Female,United Kingdom,Groceries,Cooking Oil,3,32000,Mobile Money
S10772,2025-11-03,Daniel Adeyemi,Female,Ghana,Clothing,T-Shirt,1,12000,Mobile Money
S10773,2025-03-17,Ibrahim Yusuf,Male,United States,Electronics,Laptop,10,450000,Bank Transfer
S10774,2025-05-14,Esther Eze,Male,United States,Furniture,Table,5,120000,Mobile Money
S10775,2025-07-03,Emeka Nwosu,Male,United Kingdom,Furniture,Desk,3,150000,Mobile Money
S10776,2025-06-13,Peter Osei,Male,United Kingdom,Electronics,Tablet,4,180000,Card
S10777,2025-04-03,Victor Chukwu,Male,South Africa,Electronics,Laptop,4,450000,Bank Transfer
S10778,2025-07-07,Mary Johnson,Female,South Africa,Electronics,Smartphone,3,280000,Card
S10779,2025-10-18,Michael James,Male,South Africa,Electronics,Laptop,5,450000,Bank Transfer
S10780,2025-06-24,David Okoro,Male,Ghana,Furniture,Office Chair,1,95000,Mobile Money
S10781,2025-05-18,Joy Emmanuel,Female,South Africa,Electronics,Laptop,4,450000,Bank Transfer
S10782,2025-04-15,Samuel Obi,Male,Ghana,Clothing,T-Shirt,7,12000,Card
S10783,2025-03-01,Anthony Brown,Female,Nigeria,Furniture,Desk,7,150000,Card
S10784,2025-04-26,Sarah Ahmed,Female,Ghana,Clothing,Jacket,8,70000,Card
S10785,2025-07-28,Blessing Okafor,Male,Nigeria,Groceries,Sugar,10,18000,Cash
S10786,2025-07-01,Joy Emmanuel,Female,South Africa,Groceries,Cooking Oil,3,32000,Bank Transfer
S10787,2025-03-30,Emeka Nwosu,Male,United Kingdom,Clothing,Sneakers,9,55000,Card
S10788,2025-08-19,Anthony Brown,Male,United Kingdom,Electronics,Headphones,8,45000,Mobile Money
S10789,2025-07-20,Samuel Obi,Male,Kenya,Groceries,Rice,7,85000,Card
S10790,2025-04-08,David Okoro,Male,South Africa,Clothing,T-Shirt,9,12000,Cash
S10791,2025-11-15,Daniel Adeyemi,Female,South Africa,Furniture,Table,4,120000,Cash
S10792,2025-03-23,Mary Johnson,Female,Kenya,Electronics,Headphones,4,45000,Cash
S10793,2025-04-16,Ibrahim Yusuf,Female,United Kingdom,Electronics,Headphones,10,45000,Cash
S10794,2025-07-18,Sarah Ahmed,Male,Kenya,Furniture,Table,8,120000,Cash
S10795,2025-09-15,Hauwa Sule,Male,Kenya,Electronics,Headphones,7,45000,Bank Transfer
S10796,2025-07-13,David Okoro,Female,Nigeria,Clothing,T-Shirt,2,12000,Mobile Money
S10797,2025-05-10,John Williams,Female,Ghana,Groceries,Cereal,9,9500,Cash
S10798,2025-12-15,Samuel Obi,Male,United States,Clothing,Jeans,8,28000,Card
S10799,2025-03-09,Fatima Ibrahim,Female,Kenya,Clothing,Sneakers,1,55000,Cash
S10800,2025-02-10,Anthony Brown,Male,South Africa,Groceries,Sugar,9,18000,Bank Transfer
S10801,2025-11-02,Esther Eze,Female,Nigeria,Furniture,Bookshelf,2,85000,Mobile Money
S10802,2025-07-22,Daniel Adeyemi,Male,Kenya,Clothing,Sneakers,2,55000,Card
S10803,2025-11-08,Hauwa Sule,Male,Kenya,Furniture,Desk,7,150000,Card
S10804,2025-03-01,Joy Emmanuel,Male,Kenya,Furniture,Bookshelf,4,85000,Cash
S10805,2025-07-22,Blessing Okafor,Female,United Kingdom,Electronics,Smartphone,6,280000,Bank Transfer
S10806,2025-04-17,Michael James,Male,Kenya,Furniture,Table,3,120000,Bank Transfer
S10807,2025-05-07,Michael James,Male,Ghana,Clothing,Jacket,6,70000,Bank Transfer
S10808,2025-11-30,Victor Chukwu,Female,Ghana,Furniture,Desk,3,150000,Card
S10809,2025-10-09,David Okoro,Female,United Kingdom,Clothing,Jeans,3,28000,Mobile Money
S10810,2025-07-05,Esther Eze,Male,United States,Groceries,Sugar,6,18000,Bank Transfer
S10811,2025-03-11,Victor Chukwu,Male,United Kingdom,Clothing,Sneakers,5,55000,Cash
S10812,2025-10-18,Mary Johnson,Female,Kenya,Electronics,Headphones,3,45000,Cash
S10813,2025-01-31,Michael James,Male,United Kingdom,Groceries,Sugar,8,18000,Bank Transfer
S10814,2025-10-03,Mary Johnson,Male,Kenya,Electronics,Headphones,1,45000,Mobile Money
S10815,2025-10-22,Grace Musa,Female,Nigeria,Clothing,Jacket,10,70000,Card
S10816,2025-02-18,Aisha Bello,Male,United Kingdom,Clothing,Sneakers,8,55000,Cash
S10817,2025-11-27,Blessing Okafor,Male,United States,Furniture,Desk,6,150000,Mobile Money
S10818,2025-05-04,Sarah Ahmed,Female,Nigeria,Clothing,Jacket,5,70000,Bank Transfer
S10819,2025-03-31,Victor Chukwu,Male,Ghana,Groceries,Sugar,8,18000,Mobile Money
S10820,2025-02-22,Peter Osei,Female,Ghana,Furniture,Bookshelf,10,85000,Cash
S10821,2025-10-18,Anthony Brown,Female,Nigeria,Clothing,Jeans,10,28000,Mobile Money
S10822,2025-09-13,Fatima Ibrahim,Female,Ghana,Electronics,Laptop,9,450000,Mobile Money
S10823,2025-01-15,Sarah Ahmed,Female,United Kingdom,Clothing,Jeans,8,28000,Cash
S10824,2025-07-16,Victor Chukwu,Female,Ghana,Groceries,Sugar,1,18000,Cash
S10825,2025-06-18,Anthony Brown,Male,United States,Clothing,Sneakers,5,55000,Mobile Money
S10826,2025-11-04,Aisha Bello,Male,Kenya,,Jacket,8,70000,Cash
S10827,2025-06-06,Fatima Ibrahim,Female,United States,Groceries,Cereal,2,9500,Bank Transfer
S10828,2025-08-10,Ruth Adams,Male,Ghana,Electronics,Tablet,6,180000,Mobile Money
S10829,2025-05-11,David Okoro,Female,Kenya,Clothing,Sneakers,7,55000,Bank Transfer
S10830,2025-11-16,Hauwa Sule,Male,United Kingdom,Electronics,Tablet,4,180000,Card
S10831,2025-06-08,Blessing Okafor,Female,Kenya,Electronics,Smartphone,6,280000,Cash
S10832,2025-08-21,Mary Johnson,Female,Kenya,Groceries,Cooking Oil,8,32000,Mobile Money
S10833,2025-06-26,Esther Eze,Male,United Kingdom,Groceries,Cooking Oil,4,32000,Card
S10834,2025-09-24,Grace Musa,Male,Ghana,Electronics,Headphones,1,45000,Mobile Money
S10835,2025-07-23,Mary Johnson,Female,United Kingdom,Groceries,Sugar,9,18000,Bank Transfer
S10836,2025-06-26,Daniel Adeyemi,Male,Ghana,Clothing,Sneakers,3,55000,Card
S10837,2025-11-05,Mary Johnson,Male,South Africa,Groceries,Cooking Oil,2,32000,Cash
S10838,2025-03-23,David Okoro,Male,Nigeria,Electronics,Headphones,1,45000,Cash
S10839,2025-03-20,David Okoro,Male,Kenya,Furniture,Office Chair,1,95000,Cash
S10840,2025-08-20,Ibrahim Yusuf,Female,Nigeria,Electronics,Smartphone,2,280000,Card
S10841,2025-05-23,Ibrahim Yusuf,Male,United Kingdom,Groceries,Sugar,10,18000,Cash
S10842,2025-03-31,Esther Eze,Male,Kenya,Electronics,Laptop,3,450000,Cash
S10843,2025-05-28,Anthony Brown,Female,United States,Electronics,Smartphone,10,280000,Card
S10844,2025-11-08,John Williams,Female,South Africa,Furniture,Office Chair,4,95000,Card
S10845,2025-10-04,Daniel Adeyemi,Female,Nigeria,Furniture,Office Chair,9,95000,Card
S10846,2025-07-14,Victor Chukwu,Male,Nigeria,Furniture,Bookshelf,6,85000,Mobile Money
S10847,2025-01-28,Joy Emmanuel,Female,United States,Electronics,Headphones,8,45000,Card
S10848,2025-02-09,Esther Eze,Male,South Africa,Furniture,Bookshelf,6,85000,Card
S10849,2025-03-05,Sarah Ahmed,Female,United Kingdom,Electronics,Headphones,2,45000,Cash
S10850,2025-12-21,Ruth Adams,Male,United States,Clothing,Jacket,3,70000,Cash
S10851,2025-08-07,Esther Eze,Female,Nigeria,Groceries,Cooking Oil,4,32000,Mobile Money
S10852,2025-06-04,Sarah Ahmed,Female,South Africa,Furniture,Bookshelf,10,85000,Mobile Money
S10853,2025-09-26,Joy Emmanuel,Male,Nigeria,,Bookshelf,5,85000,Mobile Money
S10854,2025-01-07,Aisha Bello,Male,United States,Furniture,Desk,1,150000,Cash
S10855,2025-01-28,Sarah Ahmed,Female,Ghana,Furniture,Office Chair,5,95000,Cash
S10856,2025-09-20,Esther Eze,Female,United States,Electronics,Headphones,8,45000,Mobile Money
S10857,2025-05-26,David Okoro,Female,Nigeria,Groceries,Sugar,7,18000,Mobile Money
S10858,2025-05-18,Joy Emmanuel,Male,Nigeria,Groceries,Cereal,3,9500,Bank Transfer
S10859,2025-10-08,Mary Johnson,Female,United States,Clothing,Jacket,7,70000,Mobile Money
S10860,2025-05-19,Anthony Brown,Male,United Kingdom,Electronics,Headphones,1,45000,Mobile Money
S10861,2025-10-10,Emeka Nwosu,Female,Kenya,Groceries,Cereal,6,9500,Cash
S10862,2025-10-02,John Williams,Female,United States,Electronics,Laptop,10,450000,Cash
S10863,2025-10-12,Peter Osei,Female,Kenya,Groceries,Cereal,7,9500,Bank Transfer
S10864,2025-05-14,Samuel Obi,Female,United Kingdom,Electronics,Smartphone,2,280000,Cash
